class,shoulderLangle,shoulderRangle,elbowLangle,elbowRangle,hipLangle,hipRangle,kneeLangle,kneeRangle
arkaKol,69.66558671990366,29.991678362444446,146.19363672363923,109.71194567756834,164.2657028527598,176.86271187547143,82.76805024447619,75.88745804266742
arkaKol,60.494626033252395,27.626648340297457,156.6441376593725,119.99661012337653,166.51870537254723,177.94856458033996,81.38961252402076,77.41942669150211
arkaKol,54.749992942865426,26.436814871440998,173.57790949773528,128.61553421916705,163.74973120217342,176.206213593983,82.96591199657186,75.42900726250168
arkaKol,52.96465855133986,27.71959108839529,173.79711983772512,143.24413850203342,159.32835272176732,178.26888467516085,86.89057509334701,76.04256714638716
arkaKol,47.577216241151575,25.82411550676878,179.4193475353226,149.59601260559413,154.0442503197554,176.20378280834535,89.59855849517861,77.26648160970623
arkaKol,35.73012141745984,21.1701852622671,173.2092033578688,155.33767960029968,153.6916137623468,173.56189728089893,87.96616940146748,67.84466372317331
arkaKol,29.375988296575905,17.684061161052384,168.25591093979975,155.1870961498967,153.98080111038843,171.84626034457222,87.14221327963449,67.0084349610426
arkaKol,29.37223961717183,15.710598742246631,176.52605789374132,152.00010947628155,152.0280246752972,170.9655731195966,88.9804934605372,65.1995558264233
arkaKol,30.347951884395247,14.02073831320755,175.4303084378009,148.41579947084782,150.99726837774634,173.0034748380663,89.59944107839243,66.80947301715786
arkaKol,32.60983405747633,15.00690177547,179.26722753698814,144.8537971388173,147.05286286396677,178.53838314595163,91.99504716755771,72.29629047695252
arkaKol,34.789724382744964,16.91876525845412,171.24238361992812,138.8660143046608,149.63497697166036,179.16508526218846,90.88701910326115,71.92273179819638
arkaKol,37.23137959269365,19.64921049745994,157.16893458870328,128.85713153038475,147.7494151434964,179.84361198143878,93.78346347138658,73.2496794008218
arkaKol,40.99912492921393,17.871116165509545,173.20613287316837,120.2323792104561,135.83208480976484,175.90184652734837,106.05203129593525,70.47618549920463
arkaKol,40.64287430404882,17.346104251634284,155.75408691263246,110.92442185503188,152.6922614890965,177.59169891077474,90.80350466926664,72.7930966733669
arkaKol,41.74825577175515,17.257480853226365,133.1554984998618,105.40495009069659,161.2983805962801,178.8548789420523,83.55475154369068,75.24267231708411
arkaKol,50.950375745689755,18.34372094299115,129.01839070803027,100.77044191434594,166.795582762604,179.52444091356847,80.43116820263573,77.38461090281051
arkaKol,57.887389616742674,17.42427567532423,129.3009008529463,98.70914524559409,165.4506428710509,179.75539337685203,82.37880168161887,77.4283752391168
arkaKol,63.00448751495547,24.898403448714827,122.24716098821013,101.45119376667041,160.66244121155165,179.4444187852712,87.47044309453757,77.57288836685464
arkaKol,63.26553947298023,31.215180237514705,122.86241734474639,105.96888097454072,160.19723618983377,179.3913046349572,88.33939315319053,79.92145571537912
arkaKol,64.24698356857728,32.53353728186549,124.85005589289716,109.97140513481139,160.86262040654307,178.7487189899009,86.95299756101379,78.89301765251962
arkaKol,66.38076139227238,33.442135126097774,130.2858065754033,113.13791928185712,159.43843907234927,175.83013034968067,86.75889375080911,75.42179253008678
arkaKol,61.90604273630127,33.83129423086041,144.8018416021879,120.31720484618477,159.55511158914084,175.00329336494113,85.98794534758156,74.28045296780452
arkaKol,54.61938132552352,31.309258887089044,147.98888428693857,124.43305132088163,162.11621873668074,176.07385508829438,83.19407986606977,74.7418671827649
arkaKol,51.71018870665213,30.14891591407899,177.5542365047375,135.76158936087373,161.10595732075794,174.66716976870617,83.74229061356351,71.90926114153304
arkaKol,41.87582094538375,27.00916076907621,169.35011346985985,145.8639294725047,156.65854688047406,174.80920430734443,86.84369220290178,70.86921236563445
arkaKol,35.04270538465181,21.515577395159266,168.8909126442597,151.13391302841563,148.0850278023817,176.15814963562102,94.47851176694145,70.35847296321869
arkaKol,28.76044785766811,17.350029780069192,169.75568546591285,160.60635828467886,154.79381512551996,166.58711761792546,89.23760316908918,64.43242901683509
arkaKol,23.68100937589871,16.359467597496106,166.2744764995356,164.15933780988877,154.5437178783199,166.28499807636933,88.88893299199171,63.76309304277563
arkaKol,20.86342268825335,14.89257539865849,176.7494881123738,163.58109176914473,159.45551733663387,167.66081572807414,84.10516940090528,66.50141736323725
arkaKol,22.931774182544224,15.441469269873693,173.561442544856,161.47462788183077,156.3756455169535,170.8016585159875,85.98689161429596,68.15023662034318
arkaKol,22.733057751607703,14.745941812521972,170.3932502888595,159.15003008277944,159.2353927185249,170.18053177753697,83.88239525044806,67.31434947440009
arkaKol,23.473488466687908,14.571535528476218,162.63422922468982,150.93066653796618,159.8257864376486,172.1608888660919,83.2461385049403,68.03629320845783
arkaKol,25.93265435132145,15.233096729934726,153.74959010868537,138.51261056777375,159.02729034922874,178.20951857143638,83.9510451132942,72.81570433235606
arkaKol,33.928842875980436,19.616554721433783,179.09795202821198,131.35397936221503,154.76786164200152,179.39760532678554,87.10044209753187,74.47499512251447
arkaKol,41.00809414042996,21.74500696335184,175.71372687394683,130.03006748498433,154.65376185883792,179.5487604013152,88.96570097756837,75.16177374696757
arkaKol,42.60245039418709,20.60514988835524,167.74004590572522,123.13945960858904,150.85839731537837,173.96609729726907,93.97998892835835,71.36905168434603
arkaKol,44.33674863098904,18.375844841398457,161.5995280932813,115.05817491140112,165.0639393062033,174.67004600823606,80.73790229099048,73.67446437330142
arkaKol,46.08211964953101,19.366613648804183,144.0494091835877,109.35754474413315,169.84665825307525,172.30522648159743,77.39565025753535,71.92693141798443
arkaKol,49.68601641052534,19.79122765780117,130.9652889510681,105.8030385836772,168.80859002062644,176.01651767772643,79.51375944203048,74.78964223094226
arkaKol,52.54444360701845,25.819703503367364,125.25923762462598,108.61843452982548,167.8300853222645,175.4025205191806,80.9415638494661,75.12128945732142
arkaKol,64.45368879729864,24.590619625635718,127.42532430165734,102.81043449627683,165.03502995254595,176.46643081660355,83.58580438903732,75.74086325026818
arkaKol,66.0917205222668,26.67485636801184,121.5182637481405,100.21532136978936,162.31689546987366,179.86647622250007,85.39467026383092,78.2539631468369
arkaKol,60.889049059484606,31.345789027690103,121.67111049318555,103.61691266218239,161.58840491224524,178.32098075816032,85.84100344663631,76.46484076254299
arkaKol,59.69442595306367,33.976302211921634,120.92204930026536,107.64530705433252,161.87185580321352,176.83224857236712,85.30738518348912,75.13358751134803
arkaKol,70.0761600317829,29.43043339710525,133.5633576119488,106.70075158082875,162.44131215537658,175.97186741105185,83.92647623862237,74.03435204991237
arkaKol,57.57828246348111,28.01758153000468,141.64614424123224,118.11345685005986,163.65220631464084,176.2986441287042,82.31570245102313,74.9963852645529
arkaKol,54.63129969540096,34.438563949624864,163.6501246337861,132.6466044689887,164.04427928849947,174.76226055782632,81.6382086241821,73.22072413871854
arkaKol,53.18807417169348,38.64927489340928,176.95101852234794,148.58282079225373,150.77415498831652,174.39068201762885,93.0322439754191,69.63329392126991
arkaKol,49.2669542596978,35.38035219897802,160.64349086169352,155.20166621435544,152.5534618719399,173.24574715331602,89.88462212983781,64.82506514426747
arkaKol,42.84657206096166,32.36692186878156,173.12116041811598,158.3562535638244,150.64533259364657,177.29907275767331,89.23912062808644,71.18477843645807
arkaKol,38.11307616642987,25.193655647917023,178.075941755999,155.34250880873643,142.00544765926992,179.8837700197038,96.45757658188901,69.40291264631011
arkaKol,38.160098580183416,24.277749372553416,178.9660351559095,154.5587164136427,138.2929347863964,177.58608700215436,99.2044372712645,70.01429101963888
arkaKol,39.37156546567617,21.335666491659488,177.24535478164262,152.15890072742982,139.68766341736077,176.01204206581033,97.47145008634698,64.98000036159749
arkaKol,39.63129704124016,23.140780374819315,173.63221975223362,149.0041939153826,147.06436810733268,174.0786439386384,91.40711379765067,65.02061630966612
arkaKol,45.016391525938815,32.098415367068945,179.17720424800387,146.5306221444482,148.51034713187937,174.45187191096085,90.84177406046305,64.4265289186099
arkaKol,51.207192220308215,37.45514576528549,171.11343123052234,137.27664408612,149.71295268055061,178.74328420419815,89.91718771290222,68.8158407083962
arkaKol,52.73044003638585,39.10335546358037,159.1825219431183,132.61589366463892,150.7526693492302,178.62378503637763,89.58881197138776,72.82910319639927
arkaKol,59.83995095723366,40.48708838694971,148.83244889577668,129.1602652148246,155.99443961891978,177.39337725557957,86.15138869237042,75.30168235163084
arkaKol,63.83666105520325,39.42511086631851,141.15254159504948,124.01857337853845,158.90032658511748,178.68686816855185,85.96787539947262,76.26517842697258
arkaKol,64.96458359727758,36.35390296267576,140.6430278225267,119.76358391638992,159.1805171349874,178.97485665704414,86.85597356810457,75.64956087176881
arkaKol,66.80019446238637,37.52564959258888,136.08337083052166,117.08825262532483,158.95374636459044,178.27661704686264,88.29763436532517,76.14626139998941
arkaKol,64.03905023399986,38.9682351648075,132.02062677055787,117.64544161963074,159.51147720868295,179.19804964076724,88.05047933983602,77.95651831685004
arkaKol,61.23970262850643,40.33121075149846,106.65293056413527,116.63276874770906,159.65578731740038,179.19412397756244,87.5864473329353,78.49250997612525
arkaKol,63.00675743268649,42.566211184130495,138.61438387123474,117.64757409271138,158.57833422478961,179.37285648688976,86.75561062412264,76.49574092695535
arkaKol,61.05702924501296,43.744486810175005,144.82744064758438,117.46886316370731,161.26776749849475,179.6960415172428,83.2968770820463,75.1866476553367
arkaKol,65.10679098678912,43.17316855766587,141.9967697880662,121.24462644894395,160.26853967294775,177.82117357940152,83.00750427407257,75.07375550771074
arkaKol,66.00792178042283,38.80687895749184,157.21652329857784,125.01280973709108,156.15140604484907,178.12414933498962,85.75248810932408,70.73928527601034
arkaKol,65.2263911487477,35.27440434218682,171.07954941832392,128.00979965205994,156.45209576322756,178.05985356414072,84.68350681212378,69.65068263335853
arkaKol,55.99579102506839,39.01547172341991,176.68057651216105,149.96728080412703,159.94681693788493,171.33364683609383,81.71568496739232,63.924119369808004
arkaKol,47.709454723546536,36.06196653595092,163.5900298236953,156.13456294650945,151.2302453742745,168.35362796573344,90.14825389161618,61.37157671263041
arkaKol,38.191834785930894,27.607666830174143,170.4061709852675,150.91383537428212,150.4084249743796,171.70860279530388,91.01919139424021,63.37302030146695
arkaKol,32.38758797208408,27.732902161150008,170.23307007425862,154.18040221080176,148.11522374437084,175.26971245479163,92.63343840258561,65.93636913500168
arkaKol,33.16390610259033,30.75409571167478,173.48295635513952,156.481269086713,147.42019731920632,176.32398061100773,93.51832984816497,66.61888811363961
arkaKol,34.5567676944718,27.059352347742106,165.69727402398192,147.69167202664013,151.48772290833384,177.36636550828803,89.482968031073,67.99078873058886
arkaKol,34.46772802535967,28.959862387245174,166.94279130406198,145.9714208690065,151.95332737928567,174.92194030308784,88.75938177331847,66.55793138268632
arkaKol,36.29977558677657,29.579450428093722,158.3032860980572,136.2169462456523,154.2359891248779,176.84996999067738,86.70450945224317,69.24009906890896
arkaKol,42.20209853748197,31.160558777298508,154.2093064965915,127.40696203877211,157.54723636967208,178.9430051782885,84.28129919988669,73.32922494422822
arkaKol,47.50214800044761,31.14713335180458,142.60045873679255,118.20221149341171,163.04908878701107,179.2927202732648,80.20140742189058,74.16394055470703
arkaKol,55.38337564739931,29.833124555058138,127.79427947119022,113.49099112526872,162.14121875356204,177.4811412683235,82.52403417863326,77.24616396275242
arkaKol,64.24613169901727,30.19459692394911,131.3939853840372,108.62961239276082,159.46356034786325,179.44505234431648,86.42058794498793,76.89525939262329
arkaKol,72.0261208734544,33.81739616983719,126.41699766481837,107.46268539895702,159.57893126375095,178.29470853260113,86.76569468727584,76.00413190441738
arkaKol,68.27177227127034,37.960021887485155,137.61667646163755,109.55451820255978,160.68339273558882,178.56521312083285,85.7315469225726,76.4915838769081
arkaKol,67.37075215292175,38.88326056622124,118.31534086633347,110.0612441125738,160.01560553606822,179.33626852698254,85.74094515167249,77.10151807985228
arkaKol,70.49571461083544,40.93472959900103,122.2756548188978,113.59646223984257,159.85486354782603,179.24174218858948,85.80526116175142,77.01757493677643
arkaKol,72.307978056675,39.4922392497365,144.45430927263055,118.03983781246205,159.5960664914857,176.92380030953623,84.54758253080328,74.9180664959689
arkaKol,63.140907354328846,39.10156553339364,146.3486888005958,125.92335116715519,159.11612983524543,178.01290328066722,84.59449254107336,75.02179805295617
arkaKol,53.14840611709048,36.72062884904833,161.3260313709925,133.4881560729281,159.56676805221784,177.6064375062563,83.94366698831944,73.92321637915835
arkaKol,44.165258776542,32.98971180229686,162.25848288746425,145.36478953457143,157.0273242213136,173.09056406614332,85.9549479262512,67.36146608534419
arkaKol,37.80541200675385,17.450051219626772,169.3751515497243,143.60299492007854,155.99874653181027,169.52000591571277,84.39219850519378,60.386726210698356
arkaKol,31.006236816123135,17.647060149975673,179.32024339466093,152.622147763709,147.6615426283637,170.02204164817945,92.70085192159942,62.049285032328655
arkaKol,25.258120527994087,13.974806960619894,178.77263928283446,153.75582261018036,153.4790038782838,168.18504627983933,88.6254082129581,61.22435968514134
arkaKol,23.48280420565247,15.096259466459648,178.4987120100377,155.35616177436503,155.21817188958929,169.4550280018919,87.58324426401606,63.88511555027859
arkaKol,25.902536982956043,20.670611860444424,176.2965037160822,155.9876620025746,151.92231224696295,173.81127686486704,90.58223637595852,66.6354158498679
arkaKol,33.260756685808445,25.43216074149809,174.370792212992,149.21843375308248,159.61486829927728,174.87084279440927,83.51240595387496,67.5904008203189
arkaKol,36.184642586149295,27.157319749350528,171.7135505018605,140.0616948912202,162.76373095601951,176.3694344686996,79.83449449475276,70.15662231749528
arkaKol,41.25699544979946,30.445385366931585,167.47591958981235,134.38566759823337,160.69520235125245,176.44108116454638,81.96874801845738,70.03766491504977
arkaKol,44.18833236970229,31.191445459883507,142.01595238824854,127.0280723587458,162.0512475961994,177.1560216283243,81.4595382476691,71.2424675240362
arkaKol,48.36789088159338,33.08585494273058,134.38423065218137,122.52712223798372,163.55121084781297,177.6450796928239,81.70853486438851,73.06036205268809
arkaKol,54.81057858849534,34.68218846560313,140.79580674086273,121.04821735375513,163.73093419532404,179.21491382368373,83.02687925469797,75.78439753273365
arkaKol,60.334206093729314,36.60766077734653,138.50208005501133,120.84148790880492,162.54878610247945,177.57185933381953,84.51076608309874,75.86912422034581
arkaKol,62.11476147516142,34.99927145282789,131.89269951629686,114.64471413450701,163.0639989897922,177.3180161266877,84.73421240210504,76.5541061692913
arkaKol,65.13034635798701,34.649972051859194,127.64660726633393,111.46364849687764,164.0631813469157,177.30392287388136,84.41070083171255,77.0460059549315
arkaKol,62.57467553892232,31.310822315263252,118.93866458036555,108.28089730773512,169.00323183041885,179.48561973412356,79.70422250353096,78.98189489693263
arkaKol,63.86214549204456,41.065471793576314,125.69731136309369,118.57977026771333,167.6469634408315,179.63505887670559,80.86358766259903,78.49242578474326
arkaKol,68.39393783013463,40.47702292329186,128.26657664871337,119.29525283044198,165.2177011294166,179.08228010604626,81.85673050835398,77.020980804472
arkaKol,70.03462821676509,42.16482805652855,148.90639971189162,129.529667996248,163.1661318418635,179.15226040857056,82.45156242013918,76.7879890429652
arkaKol,63.45796875115943,40.73323997399401,158.94269745915247,135.50965008485764,162.34476346547146,175.8231898232291,80.86581680646027,72.58337192195211
arkaKol,59.45909316072432,38.24728146873901,176.90649889891623,138.29998512054655,159.7129589344276,177.8316419062153,81.43001475077523,74.46675547704419
arkaKol,51.07146346678266,40.87387312926815,179.35897826623727,148.6136822541256,152.49149928745663,179.56396846253276,88.23390181117907,70.06411966786145
arkaKol,47.45771075767908,35.38517416478885,173.13984193757696,156.27615538677134,145.89488756206418,174.0366850201244,93.69541831908856,63.318960017117845
arkaKol,35.40240928483275,29.388294700259774,174.89835286681213,160.25434981437536,144.4840345997825,176.58026047908228,93.52807144190608,64.97972829176906
arkaKol,33.192001648102796,26.138442712806388,177.47189337084765,157.38420221240645,151.28641986187563,179.2216145979336,86.0936455021113,66.2639581437259
arkaKol,33.66487071791801,24.486103897353733,176.3734146781825,153.95877354171137,151.6810227828746,179.55863307900816,85.80377822551532,67.44292933535262
arkaKol,34.11644621888323,22.554381203833906,176.1242817265456,151.12085046495164,149.3436657918571,177.54723772553712,88.18392201048248,65.73354070690921
arkaKol,33.76057784912285,24.987728618820775,176.22886460190568,146.09497860230542,148.72267336238968,173.99256733688614,89.94517154926486,64.58607966384834
arkaKol,38.76936988100626,30.330907073319544,174.79969060585765,138.3642275626228,137.47953788190966,179.73780634749744,101.89472668838174,69.08332596630703
arkaKol,45.18921766366748,30.310911647189762,161.43437978148566,130.17837205681298,150.96318660393223,179.3395922996887,88.93639876423254,70.09078240795682
arkaKol,50.17347163435456,32.39412496044363,147.56313844788735,125.82682281388077,157.52176886329607,178.5291159567908,84.15360251332164,74.15014945377393
arkaKol,56.86103535787978,32.060715560318485,139.97733042893248,123.26450740157857,159.00161381272767,178.59226214486415,84.79656186908883,75.96008602443632
arkaKol,59.99245531812622,33.42070582492362,135.905603532917,119.99779577543694,162.2488096243329,178.66702448910777,83.12143548345757,74.6408105756959
arkaKol,66.81538717280442,31.03756952870244,135.86071200401415,114.92857067857452,163.5621756401805,175.81605482231834,83.52375648482165,74.27544848801655
arkaKol,70.28235096985388,33.25674990126863,135.43455807072138,117.35154865653664,165.18864227115344,176.38889853649337,82.57399361236695,75.22119499311282
arkaKol,72.13431329305283,40.581589745970916,127.5380737169563,116.35211190750059,164.79428574453254,177.45913929641728,82.75089955348915,76.75277767097309
arkaKol,71.69661570505244,43.23577954442631,124.5302548206328,117.35437634596332,163.6768759796835,179.46783699007912,83.1845583472033,77.38905444975475
arkaKol,76.96212250313138,47.184384246761184,126.60441404268566,120.73667557165336,162.5317795073452,179.9917142753688,83.02648766134647,76.47267243771157
arkaKol,73.83689297608883,48.36255142812073,131.68745454207829,120.41693476643684,161.17447688195116,178.71420792113682,83.10186766217927,75.08931820263076
arkaKol,72.12206370286822,43.13641942780449,127.48913729912336,117.73357635548436,158.79231028493373,178.79043558810056,83.62065123226881,73.23640595819356
arkaKol,67.7084793669836,40.88960917181942,139.15646529423466,114.55858254925232,157.22139181822575,177.45558453000677,83.2126237968648,72.84224009271502
arkaKol,62.592766434504846,40.02288866792244,145.69793841405632,124.50590465328978,154.1295078495298,178.13715894728017,84.77122523589816,71.07046959787246
arkaKol,63.096273968541645,34.78786563514727,164.37933725757193,129.1003060416455,153.05188701098868,179.57076602810537,84.40955239646682,69.26908804851706
arkaKol,58.359992169463496,35.59390925696308,175.0841841232708,136.16173712247,149.63428501291216,179.98662798964233,87.05754853748806,66.15976803320198
arkaKol,48.905970383809944,36.54224435174679,176.43003247852772,145.7401602585282,126.95636678617434,177.55652394976926,108.73768813369871,62.26412717003767
arkaKol,43.627717529578426,35.164334106571545,170.9831364792677,156.66440953827384,128.85065594063823,179.4982976536768,104.83242024782628,63.22670316736187
